event_id,timestamp,threat_type,region,device_type,failed_logins,network_packets,connections,port_scans,data_transfer
EVT002157,2026-08-23 17:13:01.735196,DDoS,Europe,Laptop,6,598,68,0,50
EVT002158,2026-08-23 17:21:01.735196,Malware,North America,Router,4,447,99,0,177
EVT002159,2026-08-23 17:29:01.735196,Ransomware,Asia,Firewall,2,757,84,0,80
EVT002160,2026-08-23 17:37:01.735196,Brute Force,South America,Firewall,2,820,25,0,37
EVT002161,2026-08-23 17:45:01.735196,Ransomware,Europe,Laptop,3,610,78,0,129
EVT002162,2026-08-23 17:53:01.735196,Brute Force,Africa,Desktop,3,242,30,0,229
EVT002163,2026-08-23 18:01:01.735196,Malware,South America,Firewall,2,131,13,0,449
EVT002164,2026-08-23 18:09:01.735196,DDoS,North America,Server,42,12260,657,1,1527
EVT002165,2026-08-23 18:17:01.735196,DDoS,South America,Router,1,100,47,0,201
EVT002166,2026-08-23 18:25:01.735196,Brute Force,Africa,Router,3,599,88,0,80
EVT002167,2026-08-23 18:33:01.735196,Unauthorized Access,Asia,Router,3,408,21,0,326
EVT002168,2026-08-23 18:41:01.735196,Malware,Europe,Laptop,4,689,72,0,211
EVT002169,2026-08-23 18:49:01.735196,Malware,North America,Laptop,95,6717,760,1,1406
EVT002170,2026-08-23 18:57:01.735196,Phishing,South America,Laptop,6,548,20,0,73
EVT002171,2026-08-23 19:05:01.735196,DDoS,Oceania,Firewall,5,167,91,0,94
EVT002172,2026-08-23 19:13:01.735196,Ransomware,South America,Laptop,2,969,80,0,389
EVT002173,2026-08-23 19:21:01.735196,Malware,North America,Laptop,4,361,91,0,170
EVT002174,2026-08-23 19:29:01.735196,Brute Force,Oceania,Router,4,163,94,0,483
EVT002175,2026-08-23 19:37:01.735196,DDoS,North America,Router,4,120,58,1,468
EVT002176,2026-08-23 19:45:01.735196,Phishing,Asia,Firewall,3,251,11,0,482
EVT002177,2026-08-23 19:53:01.735196,DDoS,North America,Desktop,4,318,39,0,211
EVT002178,2026-08-23 20:01:01.735196,Brute Force,Oceania,Router,61,14282,513,1,1148
EVT002179,2026-08-23 20:09:01.735196,DDoS,Oceania,Firewall,1,886,40,1,389
EVT002180,2026-08-23 20:17:01.735196,Unauthorized Access,Asia,Server,1,123,31,0,250
EVT002181,2026-08-23 20:25:01.735196,DDoS,Africa,Firewall,2,512,35,0,155
EVT002182,2026-08-23 20:33:01.735196,Brute Force,South America,Laptop,2,141,98,0,19
EVT002183,2026-08-23 20:41:01.735196,Unauthorized Access,North America,Router,3,295,78,0,132
EVT002184,2026-08-23 20:49:01.735196,Unauthorized Access,North America,Desktop,1,260,23,0,148
EVT002185,2026-08-23 20:57:01.735196,DDoS,South America,Server,1,998,90,0,226
EVT002186,2026-08-23 21:05:01.735196,Brute Force,Asia,Router,2,474,10,0,252
EVT002187,2026-08-23 21:13:01.735196,Malware,Europe,Desktop,1,774,12,0,116
EVT002188,2026-08-23 21:21:01.735196,DDoS,Asia,Router,3,457,11,0,478
EVT002189,2026-08-23 21:29:01.735196,Phishing,Africa,Desktop,4,580,75,0,96
EVT002190,2026-08-23 21:37:01.735196,Brute Force,Oceania,Router,2,749,18,0,43
EVT002191,2026-08-23 21:45:01.735196,Ransomware,Oceania,Router,1,520,45,0,135
EVT002192,2026-08-23 21:53:01.735196,Brute Force,Oceania,Desktop,4,839,74,0,376
EVT002193,2026-08-23 22:01:01.735196,Phishing,Africa,Laptop,2,729,30,0,70
EVT002194,2026-08-23 22:09:01.735196,Brute Force,North America,Router,5,330,49,0,35
EVT002195,2026-08-23 22:17:01.735196,Phishing,Europe,Firewall,3,570,40,0,148
EVT002196,2026-08-23 22:25:01.735196,DDoS,South America,Desktop,3,697,33,0,102
EVT002197,2026-08-23 22:33:01.735196,Unauthorized Access,North America,Server,2,312,81,0,212
EVT002198,2026-08-23 22:41:01.735196,Ransomware,Asia,Laptop,3,517,39,0,170
EVT002199,2026-08-23 22:49:01.735196,Unauthorized Access,North America,Server,4,205,75,0,286
EVT002200,2026-08-23 22:57:01.735196,Malware,Africa,Laptop,4,338,21,0,313
EVT002201,2026-08-23 23:05:01.735196,Phishing,South America,Desktop,5,681,45,0,262
EVT002202,2026-08-23 23:13:01.735196,Ransomware,North America,Firewall,3,836,59,0,127
EVT002203,2026-08-23 23:21:01.735196,Phishing,Oceania,Firewall,4,966,49,0,333
EVT002204,2026-08-23 23:29:01.735196,Malware,Oceania,Server,5,739,11,0,195
EVT002205,2026-08-23 23:37:01.735196,DDoS,South America,Server,2,903,92,0,229
EVT002206,2026-08-23 23:45:01.735196,Unauthorized Access,Africa,Server,2,165,84,0,134
EVT002207,2026-08-23 23:53:01.735196,Malware,Africa,Server,2,376,34,0,120
EVT002208,2026-08-24 00:01:01.735196,Malware,Europe,Desktop,4,217,76,0,77
EVT002209,2026-08-24 00:09:01.735196,Ransomware,Oceania,Router,0,770,33,0,470
EVT002210,2026-08-24 00:17:01.735196,DDoS,Oceania,Server,4,750,15,0,163
EVT002211,2026-08-24 00:25:01.735196,Ransomware,Asia,Laptop,3,903,14,0,390
EVT002212,2026-08-24 00:33:01.735196,Phishing,South America,Router,5,689,90,0,425
EVT002213,2026-08-24 00:41:01.735196,Malware,Europe,Router,4,311,12,0,51
EVT002214,2026-08-24 00:49:01.735196,Unauthorized Access,Europe,Server,9,220,94,1,116
EVT002215,2026-08-24 00:57:01.735196,Brute Force,South America,Desktop,1,408,91,0,102
EVT002216,2026-08-24 01:05:01.735196,Phishing,Europe,Firewall,5,658,9,0,93
EVT002217,2026-08-24 01:13:01.735196,Phishing,Europe,Router,3,881,90,0,487
EVT002218,2026-08-24 01:21:01.735196,DDoS,South America,Firewall,1,582,90,0,447
EVT002219,2026-08-24 01:29:01.735196,Ransomware,North America,Router,3,327,59,0,158
EVT002220,2026-08-24 01:37:01.735196,Malware,Oceania,Firewall,10,889,58,0,444
EVT002221,2026-08-24 01:45:01.735196,Malware,Asia,Desktop,3,424,33,0,484
EVT002222,2026-08-24 01:53:01.735196,Phishing,South America,Server,3,503,73,0,249
EVT002223,2026-08-24 02:01:01.735196,Malware,Oceania,Laptop,4,210,66,0,474
EVT002224,2026-08-24 02:09:01.735196,Malware,Oceania,Firewall,2,433,28,0,421
EVT002225,2026-08-24 02:17:01.735196,DDoS,South America,Firewall,2,322,87,0,143
EVT002226,2026-08-24 02:25:01.735196,Brute Force,Oceania,Desktop,0,201,16,1,200
EVT002227,2026-08-24 02:33:01.735196,Malware,Asia,Firewall,2,940,10,0,239
EVT002228,2026-08-24 02:41:01.735196,Phishing,Oceania,Router,1,315,97,0,177
EVT002229,2026-08-24 02:49:01.735196,Phishing,Africa,Firewall,1,551,63,0,257
EVT002230,2026-08-24 02:57:01.735196,Brute Force,South America,Desktop,0,810,76,1,156
EVT002231,2026-08-24 03:05:01.735196,Brute Force,South America,Laptop,1,137,17,0,161
EVT002232,2026-08-24 03:13:01.735196,Malware,North America,Firewall,5,351,27,0,322
EVT002233,2026-08-24 03:21:01.735196,Brute Force,Oceania,Laptop,5,790,33,0,241
EVT002234,2026-08-24 03:29:01.735196,Unauthorized Access,Asia,Laptop,2,796,14,0,332
EVT002235,2026-08-24 03:37:01.735196,Unauthorized Access,Asia,Firewall,5,478,53,0,341
EVT002236,2026-08-24 03:45:01.735196,Brute Force,Europe,Server,0,275,25,0,193
EVT002237,2026-08-24 03:53:01.735196,Unauthorized Access,Africa,Desktop,91,13265,395,1,872
EVT002238,2026-08-24 04:01:01.735196,Ransomware,Oceania,Router,2,357,79,0,240
EVT002239,2026-08-24 04:09:01.735196,Malware,Oceania,Server,3,739,42,0,496
EVT002240,2026-08-24 04:17:01.735196,Ransomware,Oceania,Firewall,1,690,34,0,481
EVT002241,2026-08-24 04:25:01.735196,Malware,Oceania,Server,2,476,46,0,155
EVT002242,2026-08-24 04:33:01.735196,Unauthorized Access,Oceania,Server,3,325,63,0,225
EVT002243,2026-08-24 04:41:01.735196,Phishing,Oceania,Firewall,3,329,91,0,286
EVT002244,2026-08-24 04:49:01.735196,Brute Force,Oceania,Firewall,1,243,32,1,89
EVT002245,2026-08-24 04:57:01.735196,Phishing,Asia,Desktop,0,407,50,0,175
EVT002246,2026-08-24 05:05:01.735196,Brute Force,Africa,Laptop,3,448,71,0,203
EVT002247,2026-08-24 05:13:01.735196,Unauthorized Access,Oceania,Laptop,4,522,22,0,354
EVT002248,2026-08-24 05:21:01.735196,Unauthorized Access,Africa,Laptop,4,911,27,0,22
EVT002249,2026-08-24 05:29:01.735196,Ransomware,South America,Server,5,365,42,0,83
EVT002250,2026-08-24 05:37:01.735196,DDoS,South America,Server,1,407,74,0,324
EVT002251,2026-08-24 05:45:01.735196,DDoS,Europe,Router,2,348,61,0,273
EVT002252,2026-08-24 05:53:01.735196,Malware,Asia,Firewall,3,854,7,0,402
EVT002253,2026-08-24 06:01:01.735196,Unauthorized Access,Africa,Router,4,992,49,0,328
EVT002254,2026-08-24 06:09:01.735196,Unauthorized Access,South America,Router,2,166,50,0,378
EVT002255,2026-08-24 06:17:01.735196,Brute Force,South America,Router,4,699,93,0,248
EVT002256,2026-08-24 06:25:01.735196,Phishing,Africa,Laptop,2,107,78,0,301
EVT002257,2026-08-24 06:33:01.735196,DDoS,Europe,Firewall,4,721,21,0,421
EVT002258,2026-08-24 06:41:01.735196,Malware,Oceania,Laptop,6,814,6,0,301
EVT002259,2026-08-24 06:49:01.735196,Malware,Oceania,Laptop,6,186,39,0,274
EVT002260,2026-08-24 06:57:01.735196,Ransomware,North America,Firewall,2,331,62,0,406
EVT002261,2026-08-24 07:05:01.735196,Malware,North America,Desktop,5,896,59,0,470
EVT002262,2026-08-24 07:13:01.735196,Malware,Africa,Laptop,3,665,96,0,269
EVT002263,2026-08-24 07:21:01.735196,Ransomware,Asia,Desktop,4,587,41,0,22
EVT002264,2026-08-24 07:29:01.735196,Malware,Europe,Laptop,2,876,32,0,228
EVT002265,2026-08-24 07:37:01.735196,DDoS,North America,Desktop,5,708,89,0,109
EVT002266,2026-08-24 07:45:01.735196,Phishing,Europe,Router,1,862,6,0,258
EVT002267,2026-08-24 07:53:01.735196,Unauthorized Access,Asia,Server,137,7560,429,1,1707
EVT002268,2026-08-24 08:01:01.735196,DDoS,South America,Firewall,3,563,17,0,379
EVT002269,2026-08-24 08:09:01.735196,DDoS,Asia,Router,4,538,61,0,178
EVT002270,2026-08-24 08:17:01.735196,Brute Force,Africa,Laptop,5,156,62,0,403
EVT002271,2026-08-24 08:25:01.735196,Unauthorized Access,Oceania,Router,5,447,60,0,461
EVT002272,2026-08-24 08:33:01.735196,Brute Force,South America,Laptop,4,327,48,0,307
EVT002273,2026-08-24 08:41:01.735196,Ransomware,North America,Firewall,3,799,22,0,58
EVT002274,2026-08-24 08:49:01.735196,DDoS,South America,Laptop,4,966,69,0,273
EVT002275,2026-08-24 08:57:01.735196,Ransomware,Africa,Server,2,556,9,1,373
EVT002276,2026-08-24 09:05:01.735196,DDoS,Oceania,Desktop,2,614,26,0,283
EVT002277,2026-08-24 09:13:01.735196,Phishing,Oceania,Server,3,308,14,0,243
EVT002278,2026-08-24 09:21:01.735196,Brute Force,Asia,Firewall,6,252,70,0,161
EVT002279,2026-08-24 09:29:01.735196,Brute Force,Africa,Server,1,514,15,0,169
EVT002280,2026-08-24 09:37:01.735196,Unauthorized Access,Africa,Firewall,2,859,45,0,431
EVT002281,2026-08-24 09:45:01.735196,Unauthorized Access,Africa,Laptop,3,622,31,0,283
EVT002282,2026-08-24 09:53:01.735196,Unauthorized Access,North America,Server,4,324,62,0,63
EVT002283,2026-08-24 10:01:01.735196,Unauthorized Access,Europe,Server,3,782,12,0,82
EVT002284,2026-08-24 10:09:01.735196,Phishing,Europe,Firewall,0,383,50,0,225
EVT002285,2026-08-24 10:17:01.735196,Unauthorized Access,Africa,Desktop,1,133,24,0,171
EVT002286,2026-08-24 10:25:01.735196,Malware,South America,Server,5,170,51,0,268
EVT002287,2026-08-24 10:33:01.735196,Phishing,South America,Server,4,958,14,0,88
EVT002288,2026-08-24 10:41:01.735196,Ransomware,South America,Desktop,1,931,99,0,360
EVT002289,2026-08-24 10:49:01.735196,Malware,Africa,Laptop,6,375,62,0,442
EVT002290,2026-08-24 10:57:01.735196,Phishing,Asia,Server,3,593,71,1,197
EVT002291,2026-08-24 11:05:01.735196,DDoS,Oceania,Laptop,1,691,59,0,455
EVT002292,2026-08-24 11:13:01.735196,Ransomware,Europe,Server,7,665,59,0,355
EVT002293,2026-08-24 11:21:01.735196,Ransomware,South America,Server,6,403,33,0,249
EVT002294,2026-08-24 11:29:01.735196,DDoS,Asia,Desktop,4,435,30,0,96
EVT002295,2026-08-24 11:37:01.735196,Malware,North America,Laptop,4,614,12,0,488
EVT002296,2026-08-24 11:45:01.735196,Unauthorized Access,Africa,Laptop,5,590,35,0,277
EVT002297,2026-08-24 11:53:01.735196,Unauthorized Access,South America,Server,3,600,22,0,89
EVT002298,2026-08-24 12:01:01.735196,Ransomware,South America,Firewall,5,339,82,0,353
EVT002299,2026-08-24 12:09:01.735196,DDoS,North America,Router,2,222,40,0,429
EVT002300,2026-08-24 12:17:01.735196,Malware,Asia,Firewall,2,743,78,0,478
EVT002301,2026-08-24 12:25:01.735196,Brute Force,North America,Laptop,4,560,51,0,413
EVT002302,2026-08-24 12:33:01.735196,Brute Force,Europe,Desktop,3,332,7,0,147
EVT002303,2026-08-24 12:41:01.735196,DDoS,North America,Firewall,3,293,35,0,220
EVT002304,2026-08-24 12:49:01.735196,Phishing,Asia,Firewall,1,560,48,0,306
EVT002305,2026-08-24 12:57:01.735196,Phishing,Africa,Router,2,915,88,0,117
EVT002306,2026-08-24 13:05:01.735196,Unauthorized Access,South America,Server,5,239,66,0,355
EVT002307,2026-08-24 13:13:01.735196,DDoS,Africa,Desktop,46,5870,748,1,1334
EVT002308,2026-08-24 13:21:01.735196,Phishing,North America,Server,2,581,95,0,42
EVT002309,2026-08-24 13:29:01.735196,DDoS,Asia,Firewall,1,529,28,0,238
EVT002310,2026-08-24 13:37:01.735196,Brute Force,South America,Desktop,3,287,77,0,371
EVT002311,2026-08-24 13:45:01.735196,Phishing,Africa,Firewall,2,925,36,0,185
EVT002312,2026-08-24 13:53:01.735196,Phishing,Oceania,Firewall,1,388,54,0,349
EVT002313,2026-08-24 14:01:01.735196,Ransomware,North America,Router,0,775,99,0,396
EVT002314,2026-08-24 14:09:01.735196,Phishing,Oceania,Firewall,0,634,11,0,365
EVT002315,2026-08-24 14:17:01.735196,DDoS,Europe,Firewall,5,456,29,0,64
EVT002316,2026-08-24 14:25:01.735196,Ransomware,Oceania,Desktop,1,734,16,0,355
EVT002317,2026-08-24 14:33:01.735196,Brute Force,South America,Desktop,0,576,69,1,190
EVT002318,2026-08-24 14:41:01.735196,Ransomware,Asia,Laptop,1,470,32,0,25
EVT002319,2026-08-24 14:49:01.735196,Unauthorized Access,Asia,Server,1,665,36,0,463
EVT002320,2026-08-24 14:57:01.735196,Phishing,Oceania,Server,5,920,37,0,268
EVT002321,2026-08-24 15:05:01.735196,Malware,North America,Laptop,4,829,51,0,427
EVT002322,2026-08-24 15:13:01.735196,Brute Force,Oceania,Router,3,479,6,0,324
EVT002323,2026-08-24 15:21:01.735196,Unauthorized Access,North America,Server,3,719,27,0,337
EVT002324,2026-08-24 15:29:01.735196,Brute Force,South America,Server,3,905,21,0,186
EVT002325,2026-08-24 15:37:01.735196,DDoS,Africa,Desktop,4,184,10,0,409
EVT002326,2026-08-24 15:45:01.735196,Brute Force,North America,Server,5,614,5,0,238
EVT002327,2026-08-24 15:53:01.735196,Phishing,South America,Server,6,290,70,0,244
EVT002328,2026-08-24 16:01:01.735196,Malware,Asia,Desktop,2,145,93,0,198
EVT002329,2026-08-24 16:09:01.735196,Unauthorized Access,Oceania,Desktop,2,204,85,0,86
EVT002330,2026-08-24 16:17:01.735196,Phishing,Europe,Router,3,411,10,0,475
EVT002331,2026-08-24 16:25:01.735196,Malware,Asia,Router,3,507,58,1,249
EVT002332,2026-08-24 16:33:01.735196,Brute Force,Africa,Laptop,5,681,96,0,316
EVT002333,2026-08-24 16:41:01.735196,Brute Force,South America,Server,44,7042,998,1,1222
EVT002334,2026-08-24 16:49:01.735196,Unauthorized Access,Africa,Router,8,636,95,0,405
EVT002335,2026-08-24 16:57:01.735196,Phishing,Oceania,Firewall,6,453,74,0,213
EVT002336,2026-08-24 17:05:01.735196,Unauthorized Access,Africa,Laptop,1,246,80,1,267
EVT002337,2026-08-24 17:13:01.735196,Phishing,Oceania,Server,4,632,46,0,405
EVT002338,2026-08-24 17:21:01.735196,Unauthorized Access,Europe,Firewall,3,200,33,0,399
EVT002339,2026-08-24 17:29:01.735196,Ransomware,Europe,Server,5,831,31,1,374
EVT002340,2026-08-24 17:37:01.735196,Brute Force,Oceania,Firewall,1,998,20,0,102
EVT002341,2026-08-24 17:45:01.735196,Brute Force,Africa,Router,0,523,69,0,39
EVT002342,2026-08-24 17:53:01.735196,DDoS,Oceania,Server,64,13503,847,1,1812
EVT002343,2026-08-24 18:01:01.735196,Ransomware,South America,Router,3,508,68,0,122
EVT002344,2026-08-24 18:09:01.735196,Brute Force,Africa,Router,0,838,56,0,461
EVT002345,2026-08-24 18:17:01.735196,Unauthorized Access,North America,Laptop,3,858,14,0,122
EVT002346,2026-08-24 18:25:01.735196,DDoS,Africa,Router,103,14952,825,1,1320
EVT002347,2026-08-24 18:33:01.735196,DDoS,Europe,Desktop,3,451,42,0,167
EVT002348,2026-08-24 18:41:01.735196,Unauthorized Access,North America,Laptop,6,103,47,0,270
EVT002349,2026-08-24 18:49:01.735196,DDoS,North America,Laptop,1,667,93,0,361
EVT002350,2026-08-24 18:57:01.735196,Ransomware,Asia,Server,1,750,77,0,164
EVT002351,2026-08-24 19:05:01.735196,Malware,North America,Router,4,457,62,0,229
EVT002352,2026-08-24 19:13:01.735196,Malware,Africa,Desktop,3,684,16,0,189
EVT002353,2026-08-24 19:21:01.735196,Phishing,North America,Router,0,601,74,0,61
EVT002354,2026-08-24 19:29:01.735196,Ransomware,North America,Desktop,5,369,95,0,141
EVT002355,2026-08-24 19:37:01.735196,Phishing,North America,Firewall,4,736,11,0,337
EVT002356,2026-08-24 19:45:01.735196,Malware,Oceania,Router,4,593,45,1,66
EVT002357,2026-08-24 19:53:01.735196,Malware,North America,Server,2,930,91,0,61
EVT002358,2026-08-24 20:01:01.735196,Brute Force,North America,Laptop,5,635,90,0,471
EVT002359,2026-08-24 20:09:01.735196,DDoS,North America,Desktop,2,101,96,0,80
EVT002360,2026-08-24 20:17:01.735196,DDoS,North America,Server,3,351,35,0,301
EVT002361,2026-08-24 20:25:01.735196,Unauthorized Access,North America,Desktop,4,104,41,0,223
EVT002362,2026-08-24 20:33:01.735196,DDoS,North America,Firewall,3,733,32,0,158
EVT002363,2026-08-24 20:41:01.735196,Phishing,Africa,Firewall,1,500,72,1,354
EVT002364,2026-08-24 20:49:01.735196,DDoS,South America,Router,46,10734,897,1,1246
EVT002365,2026-08-24 20:57:01.735196,Unauthorized Access,North America,Desktop,4,411,29,0,328
EVT002366,2026-08-24 21:05:01.735196,Brute Force,North America,Router,2,302,15,0,374
EVT002367,2026-08-24 21:13:01.735196,Unauthorized Access,Europe,Server,9,553,38,0,430
EVT002368,2026-08-24 21:21:01.735196,Unauthorized Access,Oceania,Server,3,132,47,0,274
EVT002369,2026-08-24 21:29:01.735196,Phishing,Africa,Laptop,4,399,39,0,323
EVT002370,2026-08-24 21:37:01.735196,Ransomware,Asia,Router,2,314,43,0,71
EVT002371,2026-08-24 21:45:01.735196,Unauthorized Access,South America,Laptop,3,125,55,0,380
EVT002372,2026-08-24 21:53:01.735196,Malware,North America,Laptop,3,747,70,0,335
EVT002373,2026-08-24 22:01:01.735196,DDoS,Africa,Desktop,1,209,25,0,171
EVT002374,2026-08-24 22:09:01.735196,Unauthorized Access,Europe,Laptop,3,546,26,0,75
EVT002375,2026-08-24 22:17:01.735196,Unauthorized Access,Asia,Desktop,3,420,83,0,77
EVT002376,2026-08-24 22:25:01.735196,Malware,Africa,Firewall,4,557,69,0,287
EVT002377,2026-08-24 22:33:01.735196,Phishing,North America,Laptop,5,205,54,0,367
EVT002378,2026-08-24 22:41:01.735196,Unauthorized Access,North America,Router,3,145,47,0,362
EVT002379,2026-08-24 22:49:01.735196,Phishing,Oceania,Laptop,3,695,76,0,234
EVT002380,2026-08-24 22:57:01.735196,Ransomware,Europe,Router,1,513,99,0,446
EVT002381,2026-08-24 23:05:01.735196,DDoS,Africa,Desktop,3,783,18,0,193
EVT002382,2026-08-24 23:13:01.735196,Unauthorized Access,Asia,Firewall,2,167,47,0,484
EVT002383,2026-08-24 23:21:01.735196,Ransomware,Europe,Server,3,632,58,1,359
EVT002384,2026-08-24 23:29:01.735196,Malware,South America,Laptop,1,797,68,0,477
EVT002385,2026-08-24 23:37:01.735196,Brute Force,Europe,Laptop,0,343,64,0,312
EVT002386,2026-08-24 23:45:01.735196,Phishing,Europe,Router,2,283,21,0,297
EVT002387,2026-08-24 23:53:01.735196,Ransomware,Oceania,Router,2,880,54,0,10
EVT002388,2026-08-25 00:01:01.735196,Phishing,North America,Desktop,6,249,35,0,311
EVT002389,2026-08-25 00:09:01.735196,Ransomware,North America,Firewall,74,13923,504,1,723
EVT002390,2026-08-25 00:17:01.735196,Ransomware,South America,Laptop,5,778,88,0,99
EVT002391,2026-08-25 00:25:01.735196,Ransomware,North America,Server,4,751,23,0,239
EVT002392,2026-08-25 00:33:01.735196,Ransomware,Europe,Laptop,4,628,28,0,39
EVT002393,2026-08-25 00:41:01.735196,Brute Force,Europe,Desktop,1,870,9,0,373
EVT002394,2026-08-25 00:49:01.735196,Phishing,Europe,Laptop,1,968,76,0,348
EVT002395,2026-08-25 00:57:01.735196,Ransomware,North America,Server,97,5373,734,1,1910
EVT002396,2026-08-25 01:05:01.735196,Phishing,South America,Server,4,887,14,0,356
EVT002397,2026-08-25 01:13:01.735196,Phishing,Asia,Router,4,778,13,0,34
EVT002398,2026-08-25 01:21:01.735196,Ransomware,Oceania,Laptop,1,422,89,0,279
EVT002399,2026-08-25 01:29:01.735196,Unauthorized Access,South America,Server,4,984,49,0,488
EVT002400,2026-08-25 01:37:01.735196,Phishing,Europe,Laptop,2,266,48,0,109
EVT002401,2026-08-25 01:45:01.735196,Brute Force,Asia,Desktop,6,349,17,0,94
EVT002402,2026-08-25 01:53:01.735196,Brute Force,Europe,Server,2,670,81,0,281
EVT002403,2026-08-25 02:01:01.735196,Unauthorized Access,Europe,Firewall,4,987,39,0,346
EVT002404,2026-08-25 02:09:01.735196,Phishing,Asia,Laptop,1,426,22,0,240
EVT002405,2026-08-25 02:17:01.735196,Ransomware,Europe,Firewall,2,859,58,1,29
EVT002406,2026-08-25 02:25:01.735196,DDoS,Europe,Server,2,360,54,0,249
EVT002407,2026-08-25 02:33:01.735196,Brute Force,Africa,Server,1,232,83,0,401
EVT002408,2026-08-25 02:41:01.735196,DDoS,Oceania,Firewall,1,607,26,0,470
EVT002409,2026-08-25 02:49:01.735196,Unauthorized Access,South America,Laptop,8,515,42,1,179
EVT002410,2026-08-25 02:57:01.735196,Ransomware,Africa,Router,4,156,50,0,95
EVT002411,2026-08-25 03:05:01.735196,DDoS,South America,Desktop,1,553,69,0,215
EVT002412,2026-08-25 03:13:01.735196,Brute Force,Africa,Server,1,809,99,0,116
EVT002413,2026-08-25 03:21:01.735196,Phishing,South America,Laptop,8,516,27,0,335
EVT002414,2026-08-25 03:29:01.735196,Ransomware,South America,Router,4,944,96,0,432
EVT002415,2026-08-25 03:37:01.735196,Ransomware,Asia,Firewall,4,477,84,0,242
EVT002416,2026-08-25 03:45:01.735196,Malware,Asia,Router,4,422,80,0,439
EVT002417,2026-08-25 03:53:01.735196,Phishing,Africa,Server,4,156,70,0,275
EVT002418,2026-08-25 04:01:01.735196,Unauthorized Access,Asia,Router,1,903,58,0,475
EVT002419,2026-08-25 04:09:01.735196,DDoS,South America,Desktop,5,436,63,1,53
EVT002420,2026-08-25 04:17:01.735196,Ransomware,Asia,Router,1,992,20,0,198
EVT002421,2026-08-25 04:25:01.735196,DDoS,Europe,Desktop,37,10830,565,1,1599
EVT002422,2026-08-25 04:33:01.735196,Ransomware,North America,Desktop,2,861,86,0,247
EVT002423,2026-08-25 04:41:01.735196,Unauthorized Access,Africa,Server,5,815,21,0,90
EVT002424,2026-08-25 04:49:01.735196,Phishing,North America,Server,4,203,75,0,180
EVT002425,2026-08-25 04:57:01.735196,Malware,Africa,Laptop,3,416,79,0,404
EVT002426,2026-08-25 05:05:01.735196,Brute Force,Asia,Desktop,4,531,39,0,415
EVT002427,2026-08-25 05:13:01.735196,Brute Force,Asia,Laptop,1,706,90,0,390
EVT002428,2026-08-25 05:21:01.735196,Phishing,Oceania,Firewall,1,204,7,0,447
EVT002429,2026-08-25 05:29:01.735196,Malware,Asia,Desktop,4,529,33,0,148
EVT002430,2026-08-25 05:37:01.735196,DDoS,South America,Firewall,5,516,84,0,45
EVT002431,2026-08-25 05:45:01.735196,Malware,South America,Firewall,5,124,16,0,261
EVT002432,2026-08-25 05:53:01.735196,Phishing,South America,Laptop,4,151,17,0,88
EVT002433,2026-08-25 06:01:01.735196,Brute Force,Europe,Router,5,302,54,0,277
EVT002434,2026-08-25 06:09:01.735196,Unauthorized Access,Africa,Router,5,890,83,0,241
EVT002435,2026-08-25 06:17:01.735196,DDoS,Asia,Server,4,331,60,0,282
EVT002436,2026-08-25 06:25:01.735196,Phishing,South America,Router,4,216,54,0,68
EVT002437,2026-08-25 06:33:01.735196,DDoS,Africa,Server,7,327,7,0,336
EVT002438,2026-08-25 06:41:01.735196,Unauthorized Access,Europe,Desktop,2,169,35,0,383
EVT002439,2026-08-25 06:49:01.735196,Malware,South America,Desktop,3,544,28,0,201
EVT002440,2026-08-25 06:57:01.735196,DDoS,South America,Router,2,154,32,0,127
EVT002441,2026-08-25 07:05:01.735196,Brute Force,Africa,Desktop,9,798,65,0,102
EVT002442,2026-08-25 07:13:01.735196,Malware,Africa,Server,2,628,58,0,425
EVT002443,2026-08-25 07:21:01.735196,Phishing,Asia,Firewall,2,623,92,0,401
EVT002444,2026-08-25 07:29:01.735196,Unauthorized Access,Africa,Firewall,1,127,84,0,152
EVT002445,2026-08-25 07:37:01.735196,DDoS,Europe,Router,2,673,8,0,108
EVT002446,2026-08-25 07:45:01.735196,DDoS,Europe,Router,2,229,71,0,373
EVT002447,2026-08-25 07:53:01.735196,Unauthorized Access,South America,Desktop,2,657,91,0,487
EVT002448,2026-08-25 08:01:01.735196,Malware,Oceania,Firewall,4,915,53,0,226
EVT002449,2026-08-25 08:09:01.735196,Brute Force,Africa,Router,2,990,35,0,112
EVT002450,2026-08-25 08:17:01.735196,Phishing,North America,Router,132,7415,919,1,1770
EVT002451,2026-08-25 08:25:01.735196,Phishing,Asia,Firewall,5,196,51,0,112
EVT002452,2026-08-25 08:33:01.735196,Malware,Asia,Firewall,6,381,75,0,462
EVT002453,2026-08-25 08:41:01.735196,Ransomware,South America,Router,58,5711,694,1,1384
EVT002454,2026-08-25 08:49:01.735196,Malware,Europe,Firewall,4,120,75,0,429
EVT002455,2026-08-25 08:57:01.735196,Brute Force,North America,Router,3,174,86,0,142
EVT002456,2026-08-25 09:05:01.735196,Phishing,Europe,Laptop,5,237,86,0,291
EVT002457,2026-08-25 09:13:01.735196,Brute Force,Oceania,Router,1,230,42,0,410
EVT002458,2026-08-25 09:21:01.735196,Unauthorized Access,Asia,Firewall,3,684,6,0,36
EVT002459,2026-08-25 09:29:01.735196,Brute Force,Oceania,Router,4,982,83,0,242
EVT002460,2026-08-25 09:37:01.735196,Malware,Europe,Router,6,901,39,0,215
